sensor_type, device_type, timestamps, pressure, 
pressure,smartphone,1454958160264941770,1029.025
pressure,smartphone,1454958160443668228,1029.301
pressure,smartphone,1454958160622654219,1029.319
pressure,smartphone,1454958160799708750,1029.075
pressure,smartphone,1454958160975731405,1028.877
pressure,smartphone,1454958161332265886,1029.102
pressure,smartphone,1454958161511799792,1028.963
pressure,smartphone,1454958161689833802,1029.396
pressure,smartphone,1454958161867853646,1028.961
pressure,smartphone,1454958162221178385,1028.963
pressure,smartphone,1454958162401317656,1029.014
pressure,smartphone,1454958162578739323,1029.448
pressure,smartphone,1454958162757713802,1029.352
pressure,smartphone,1454958162934718906,1029.606
pressure,smartphone,1454958163289093021,1029.049
pressure,smartphone,1454958163466687657,1029.042
pressure,smartphone,1454958163644594166,1029.221
pressure,smartphone,1454958163823136354,1029.282
pressure,smartphone,1454958164178929688,1028.523
pressure,smartphone,1454958164356994322,1028.816
pressure,smartphone,1454958164535889479,1028.903
pressure,smartphone,1454958164713994530,1029.048
pressure,smartphone,1454958164891842656,1029.389
pressure,smartphone,1454958165246587917,1028.987
pressure,smartphone,1454958165424735677,1028.593
pressure,smartphone,1454958165601589270,1028.882
pressure,smartphone,1454958165779964063,1029.123
pressure,smartphone,1454958165957434479,1028.930
pressure,smartphone,1454958166313521354,1029.115
pressure,smartphone,1454958166492006146,1028.359
pressure,smartphone,1454958166669545990,1028.916
pressure,smartphone,1454958166847569844,1028.985
pressure,smartphone,1454958167025035051,1029.057
pressure,smartphone,1454958167202970834,1029.342
pressure,smartphone,1454958167381218073,1029.355
pressure,smartphone,1454958167559185365,1029.049
pressure,smartphone,1454958167737377032,1028.582
pressure,smartphone,1454958167914986301,1028.990
pressure,smartphone,1454958168271084532,1028.959
pressure,smartphone,1454958168448878490,1029.292
pressure,smartphone,1454958168626279844,1029.292
pressure,smartphone,1454958168804212499,1028.626
pressure,smartphone,1454958168983530885,1028.894
pressure,smartphone,1454958169338326250,1029.100
pressure,smartphone,1454958169516643958,1028.998
pressure,smartphone,1454958169694155000,1029.371
pressure,smartphone,1454958169872381354,1029.064
pressure,smartphone,1454958170227636667,1028.920
pressure,smartphone,1454958170407017917,1029.125
pressure,smartphone,1454958170585101093,1029.240
pressure,smartphone,1454958170762484010,1029.365
pressure,smartphone,1454958170940867083,1029.387
pressure,smartphone,1454958171294094010,1028.935
pressure,smartphone,1454958171473894636,1028.993
pressure,smartphone,1454958171652839531,1029.162
pressure,smartphone,1454958171830989740,1029.212
pressure,smartphone,1454958172185440208,1028.634
pressure,smartphone,1454958172364126719,1028.725
pressure,smartphone,1454958172542695468,1028.944
pressure,smartphone,1454958172719992553,1029.151
pressure,smartphone,1454958172897964115,1029.304
pressure,smartphone,1454958173254726249,1029.396
pressure,smartphone,1454958173431872447,1028.764
pressure,smartphone,1454958173609794948,1029.039
pressure,smartphone,1454958173786201875,1029.196
pressure,smartphone,1454958173965884323,1029.216
pressure,smartphone,1454958174321551614,1029.062
pressure,smartphone,1454958174499691511,1029.152
pressure,smartphone,1454958174675783020,1029.331
pressure,smartphone,1454958174855604948,1029.649
pressure,smartphone,1454958175032180885,1029.780
pressure,smartphone,1454958175209635104,1028.975
pressure,smartphone,1454958175387516199,1029.486
pressure,smartphone,1454958175565893229,1029.380
pressure,smartphone,1454958175745887448,1028.219
pressure,smartphone,1454958175921922240,1028.778
pressure,smartphone,1454958176277446614,1028.837
pressure,smartphone,1454958176455570208,1029.080
pressure,smartphone,1454958176633468854,1029.301
pressure,smartphone,1454958176813537343,1028.580
pressure,smartphone,1454958176990842084,1028.922
pressure,smartphone,1454958177345053593,1029.272
pressure,smartphone,1454958177524897656,1029.332
pressure,smartphone,1454958177702566249,1029.268
pressure,smartphone,1454958177880737969,1028.517
pressure,smartphone,1454958178234801405,1029.169
pressure,smartphone,1454958178414097812,1029.183
pressure,smartphone,1454958178590698750,1029.356
pressure,smartphone,1454958178769917135,1029.458
pressure,smartphone,1454958178947796094,1028.751
pressure,smartphone,1454958179302136510,1029.043
pressure,smartphone,1454958179480533542,1028.995
pressure,smartphone,1454958179658649115,1029.307
pressure,smartphone,1454958179837907969,1028.822
pressure,smartphone,1454958180191616146,1028.923
pressure,smartphone,1454958180369951146,1028.914
pressure,smartphone,1454958180547186928,1029.202
pressure,smartphone,1454958180725120990,1029.455
pressure,smartphone,1454958180903527239,1029.452
pressure,smartphone,1454958181258755781,1028.824
pressure,smartphone,1454958181436975885,1029.108
pressure,smartphone,1454958181615214844,1028.933
pressure,smartphone,1454958181792276876,1029.406
pressure,smartphone,1454958181970586302,1029.343
pressure,smartphone,1454958182327111666,1028.910
pressure,smartphone,1454958182504423073,1029.022
pressure,smartphone,1454958182682479323,1029.175
pressure,smartphone,1454958182860231302,1029.386
pressure,smartphone,1454958183038467032,1029.455
pressure,smartphone,1454958183216579634,1028.520
pressure,smartphone,1454958183393508333,1028.811
pressure,smartphone,1454958183571964115,1028.934
pressure,smartphone,1454958183750280209,1029.044
pressure,smartphone,1454958183928200885,1029.326
pressure,smartphone,1454958184283551094,1028.862
pressure,smartphone,1454958184461258281,1028.633
pressure,smartphone,1454958184639277032,1028.941
pressure,smartphone,1454958184817182448,1029.120
pressure,smartphone,1454958184995627343,1029.233
pressure,smartphone,1454958185351486927,1028.750
pressure,smartphone,1454958185529855000,1028.742
pressure,smartphone,1454958185708978750,1028.912
pressure,smartphone,1454958185885003385,1028.984
pressure,smartphone,1454958186240877292,1029.305
pressure,smartphone,1454958186419255261,1029.347
pressure,smartphone,1454958186596689375,1028.638
pressure,smartphone,1454958186775077135,1028.698
pressure,smartphone,1454958186953664583,1029.028
pressure,smartphone,1454958187308923542,1029.326
pressure,smartphone,1454958187487915938,1029.396
pressure,smartphone,1454958187664314583,1028.420
pressure,smartphone,1454958187842887605,1028.772
pressure,smartphone,1454958188198004219,1029.056
pressure,smartphone,1454958188376003958,1028.986
pressure,smartphone,1454958188553834114,1029.502
pressure,smartphone,1454958188731958230,1029.257
pressure,smartphone,1454958188910159948,1028.675
pressure,smartphone,1454958189267069688,1029.178
pressure,smartphone,1454958189443708906,1029.316
pressure,smartphone,1454958189622956198,1029.337
pressure,smartphone,1454958189799006406,1029.128
pressure,smartphone,1454958189979004479,1028.385
pressure,smartphone,1454958190333000833,1029.166
pressure,smartphone,1454958190512146667,1029.198
pressure,smartphone,1454958190689011146,1029.328
pressure,smartphone,1454958190869032761,1028.511
pressure,smartphone,1454958191044557188,1028.697
pressure,smartphone,1454958191223943072,1028.960
pressure,smartphone,1454958191402651353,1029.112
pressure,smartphone,1454958191580090001,1028.988
pressure,smartphone,1454958191758034375,1029.330
pressure,smartphone,1454958191934147657,1029.000
pressure,smartphone,1454958192290292292,1028.802
pressure,smartphone,1454958192468031354,1029.152
pressure,smartphone,1454958192647916980,1029.312
pressure,smartphone,1454958192824969271,1029.398
pressure,smartphone,1454958193180322969,1028.676
pressure,smartphone,1454958193359015001,1028.901
pressure,smartphone,1454958193537055208,1029.004
pressure,smartphone,1454958193713228750,1029.190
pressure,smartphone,1454958193891811303,1029.292
pressure,smartphone,1454958194247264740,1028.515
pressure,smartphone,1454958194425864166,1028.822
pressure,smartphone,1454958194604837344,1028.956
pressure,smartphone,1454958194782755989,1028.875
pressure,smartphone,1454958194960921563,1029.403
pressure,smartphone,1454958195314902499,1029.205
pressure,smartphone,1454958195492666407,1028.791
pressure,smartphone,1454958195670615730,1028.937
pressure,smartphone,1454958195848886875,1029.112
pressure,smartphone,1454958196204422083,1029.384
pressure,smartphone,1454958196381846927,1028.614
pressure,smartphone,1454958196560328021,1028.765
pressure,smartphone,1454958196738053177,1028.695
pressure,smartphone,1454958196916478697,1028.900
pressure,smartphone,1454958197271895312,1029.293
pressure,smartphone,1454958197450473698,1029.045
pressure,smartphone,1454958197627684063,1028.545
pressure,smartphone,1454958197806216197,1028.859
pressure,smartphone,1454958197983784218,1029.093
pressure,smartphone,1454958198339559167,1029.286
pressure,smartphone,1454958198517328126,1028.842
pressure,smartphone,1454958198695729478,1028.733
pressure,smartphone,1454958198873768646,1029.035
pressure,smartphone,1454958199050796510,1029.085
pressure,smartphone,1454958199229350157,1029.210
pressure,smartphone,1454958199407318542,1029.381
pressure,smartphone,1454958199584810365,1029.544
pressure,smartphone,1454958199762875156,1028.584
pressure,smartphone,1454958199940837395,1028.792
pressure,smartphone,1454958200296479635,1029.118
pressure,smartphone,1454958200474963124,1028.793
pressure,smartphone,1454958200652631927,1029.577
pressure,smartphone,1454958200829899428,1029.287
pressure,smartphone,1454958201185954062,1028.907
pressure,smartphone,1454958201366058073,1029.037
pressure,smartphone,1454958201544685103,1029.236
pressure,smartphone,1454958201721708905,1029.299
pressure,smartphone,1454958201899826979,1029.278
pressure,smartphone,1454958202253902240,1028.863
pressure,smartphone,1454958202433718125,1028.916
pressure,smartphone,1454958202611838958,1029.222
pressure,smartphone,1454958202789686719,1029.407
pressure,smartphone,1454958202965589062,1029.665
pressure,smartphone,1454958203320363803,1028.800
pressure,smartphone,1454958203498961875,1029.041
pressure,smartphone,1454958203677093542,1029.200
pressure,smartphone,1454958203853379374,1029.363
pressure,smartphone,1454958204213037553,1028.695
pressure,smartphone,1454958204389895105,1028.812
pressure,smartphone,1454958204566866406,1028.882
pressure,smartphone,1454958204745650833,1029.075
pressure,smartphone,1454958204922548906,1029.098
pressure,smartphone,1454958205280683333,1029.144
pressure,smartphone,1454958205458611980,1028.776
pressure,smartphone,1454958205636011822,1028.892
pressure,smartphone,1454958205811676771,1029.109
pressure,smartphone,1454958205989647969,1029.337
pressure,smartphone,1454958206346071197,1029.086
pressure,smartphone,1454958206524691042,1028.549
pressure,smartphone,1454958206703785729,1028.923
pressure,smartphone,1454958206881852812,1029.086
pressure,smartphone,1454958207057702709,1029.080
pressure,smartphone,1454958207235861926,1029.451
pressure,smartphone,1454958207414960676,1029.160
pressure,smartphone,1454958207593538542,1028.710
pressure,smartphone,1454958207769353126,1028.933
pressure,smartphone,1454958207949665573,1029.043
pressure,smartphone,1454958208301293489,1029.202
pressure,smartphone,1454958208480838646,1029.392
pressure,smartphone,1454958208660841302,1028.492
pressure,smartphone,1454958208838801563,1028.833
pressure,smartphone,1454958209192637709,1028.979
pressure,smartphone,1454958209372237656,1029.379
pressure,smartphone,1454958209550723334,1029.532
pressure,smartphone,1454958209727816406,1028.710
pressure,smartphone,1454958209905723749,1028.931
pressure,smartphone,1454958210260616771,1029.207
pressure,smartphone,1454958210438134687,1029.317
pressure,smartphone,1454958210616226353,1029.599
pressure,smartphone,1454958210794095885,1028.592
pressure,smartphone,1454958210972323333,1028.751
pressure,smartphone,1454958211327461354,1028.963
pressure,smartphone,1454958211505614426,1029.407
pressure,smartphone,1454958211683861979,1029.383
pressure,smartphone,1454958211861292292,1029.147
pressure,smartphone,1454958212216669532,1028.988
pressure,smartphone,1454958212395437188,1029.094
pressure,smartphone,1454958212572921614,1029.336
pressure,smartphone,1454958212750769739,1029.445
pressure,smartphone,1454958212929375365,1028.686
pressure,smartphone,1454958213285011353,1028.947
pressure,smartphone,1454958213462767813,1029.028
pressure,smartphone,1454958213640355364,1029.351
pressure,smartphone,1454958213818636147,1029.378
pressure,smartphone,1454958213996476354,1029.296
pressure,smartphone,1454958214352140000,1028.880
pressure,smartphone,1454958214530375365,1029.164
pressure,smartphone,1454958214708220209,1029.236
pressure,smartphone,1454958214886211926,1029.371
pressure,smartphone,1454958215063598438,1029.676
pressure,smartphone,1454958215241449532,1028.765
pressure,smartphone,1454958215419773750,1028.903
pressure,smartphone,1454958215597731720,1029.034
pressure,smartphone,1454958215777699792,1029.132
pressure,smartphone,1454958215954074219,1029.330
pressure,smartphone,1454958216309672553,1028.588
pressure,smartphone,1454958216487232031,1028.843
pressure,smartphone,1454958216665587865,1028.779
pressure,smartphone,1454958216844537656,1029.014
pressure,smartphone,1454958217198801563,1029.521
pressure,smartphone,1454958217381133646,1029.293
pressure,smartphone,1454958217556277552,1028.924
pressure,smartphone,1454958217734681927,1029.006
pressure,smartphone,1454958217910724688,1029.169
pressure,smartphone,1454958218265376510,1029.393
pressure,smartphone,1454958218444910573,1029.024
pressure,smartphone,1454958218622918021,1028.830
pressure,smartphone,1454958218802200729,1028.985
pressure,smartphone,1454958218978985990,1029.026
pressure,smartphone,1454958219334143385,1029.422
pressure,smartphone,1454958219511969375,1029.236
pressure,smartphone,1454958219691671562,1028.607
pressure,smartphone,1454958219868239896,1028.825
pressure,smartphone,1454958220223807864,1029.253
pressure,smartphone,1454958220403116458,1029.419
pressure,smartphone,1454958220578339793,1029.627
pressure,smartphone,1454958220757938542,1028.788
pressure,smartphone,1454958220936791823,1029.006
pressure,smartphone,1454958221292630989,1029.068
pressure,smartphone,1454958221470970313,1029.422
pressure,smartphone,1454958221647036927,1029.101
pressure,smartphone,1454958221825442552,1028.654
pressure,smartphone,1454958222180770937,1028.952
pressure,smartphone,1454958222360134740,1029.225
pressure,smartphone,1454958222536789427,1029.455
pressure,smartphone,1454958222716750573,1029.660
pressure,smartphone,1454958222892959428,1028.782
pressure,smartphone,1454958223070347448,1028.940
pressure,smartphone,1454958223248349272,1029.037
pressure,smartphone,1454958223426991510,1029.089
pressure,smartphone,1454958223604046979,1029.368
pressure,smartphone,1454958223783999167,1029.493
pressure,smartphone,1454958223959988073,1028.670
pressure,smartphone,1454958224316139218,1028.972
pressure,smartphone,1454958224495082864,1029.100
pressure,smartphone,1454958224672938124,1029.480
pressure,smartphone,1454958224851052865,1029.638
pressure,smartphone,1454958225205673958,1028.757
pressure,smartphone,1454958225383668280,1028.775
pressure,smartphone,1454958225561098438,1029.311
pressure,smartphone,1454958225739543595,1029.391
pressure,smartphone,1454958225917755157,1029.448
pressure,smartphone,1454958226272916198,1028.870
pressure,smartphone,1454958226451403438,1028.930
pressure,smartphone,1454958226629202084,1029.161
pressure,smartphone,1454958226806561561,1029.055
pressure,smartphone,1454958226985295260,1029.275
pressure,smartphone,1454958227340706823,1028.741
pressure,smartphone,1454958227519345730,1028.861
pressure,smartphone,1454958227696308906,1029.004
pressure,smartphone,1454958227874812813,1029.375
pressure,smartphone,1454958228229956303,1029.613
pressure,smartphone,1454958228409636407,1028.916
pressure,smartphone,1454958228585925052,1028.976
pressure,smartphone,1454958228763897604,1029.045
pressure,smartphone,1454958228941415833,1029.241
pressure,smartphone,1454958229298207188,1029.429
pressure,smartphone,1454958229475803437,1028.702
pressure,smartphone,1454958229654226405,1028.850
pressure,smartphone,1454958229832011250,1028.987
pressure,smartphone,1454958230187844167,1029.517
pressure,smartphone,1454958230365270781,1029.425
pressure,smartphone,1454958230544138073,1029.303
pressure,smartphone,1454958230722750364,1028.684
pressure,smartphone,1454958230900088073,1028.846
pressure,smartphone,1454958231077055937,1029.082
pressure,smartphone,1454958231254869219,1029.135
pressure,smartphone,1454958231433966874,1029.348
pressure,smartphone,1454958231610993907,1029.743
pressure,smartphone,1454958231790084324,1028.716
pressure,smartphone,1454958231968065313,1028.985
pressure,smartphone,1454958232322782708,1029.254
pressure,smartphone,1454958232500932344,1029.454
pressure,smartphone,1454958232680083073,1029.677
pressure,smartphone,1454958232856208125,1028.667
pressure,smartphone,1454958233212294167,1028.953
pressure,smartphone,1454958233392083386,1028.882
pressure,smartphone,1454958233569045313,1029.508
pressure,smartphone,1454958233745827238,1029.419
pressure,smartphone,1454958233925383229,1029.228
pressure,smartphone,1454958234279818907,1029.025
pressure,smartphone,1454958234457018073,1029.122
pressure,smartphone,1454958234635790051,1028.877
pressure,smartphone,1454958234812976719,1029.350
pressure,smartphone,1454958234991674844,1029.164
pressure,smartphone,1454958235346791563,1028.617
pressure,smartphone,1454958235525218436,1028.743
pressure,smartphone,1454958235702575573,1029.045
pressure,smartphone,1454958235880926407,1029.209
pressure,smartphone,1454958236236819896,1028.839
pressure,smartphone,1454958236414652968,1028.712
pressure,smartphone,1454958236592850938,1028.720
pressure,smartphone,1454958236770671979,1028.977
pressure,smartphone,1454958236947761563,1029.158
pressure,smartphone,1454958237304351510,1028.350
pressure,smartphone,1454958237481802344,1028.566
pressure,smartphone,1454958237659856875,1028.738
pressure,smartphone,1454958237838029115,1028.809
pressure,smartphone,1454958238195219844,1029.190
pressure,smartphone,1454958238372959166,1029.089
pressure,smartphone,1454958238550985730,1028.377
pressure,smartphone,1454958238729010938,1028.627
pressure,smartphone,1454958238906316145,1028.801
pressure,smartphone,1454958239083130050,1028.882
pressure,smartphone,1454958239261035729,1029.282
pressure,smartphone,1454958239440179272,1029.234
pressure,smartphone,1454958239618931771,1028.475
pressure,smartphone,1454958239796780156,1028.805
pressure,smartphone,1454958239974819896,1028.981
pressure,smartphone,1454958240328939219,1029.368
pressure,smartphone,1454958240507158541,1029.410
pressure,smartphone,1454958240684482812,1029.505
pressure,smartphone,1454958240862253438,1028.646
pressure,smartphone,1454958241218580990,1028.998
pressure,smartphone,1454958241396368957,1029.333
pressure,smartphone,1454958241575467604,1029.184
pressure,smartphone,1454958241752080937,1029.417
pressure,smartphone,1454958241930401354,1028.833
pressure,smartphone,1454958242286474531,1028.903
pressure,smartphone,1454958242464049166,1029.014
pressure,smartphone,1454958242641196563,1029.234
pressure,smartphone,1454958242819519531,1029.478
pressure,smartphone,1454958242996825886,1029.490
pressure,smartphone,1454958243352965833,1028.775
pressure,smartphone,1454958243531048958,1029.017
pressure,smartphone,1454958243709220729,1029.086
pressure,smartphone,1454958243887250886,1029.302
pressure,smartphone,1454958244243745834,1029.299
pressure,smartphone,1454958244422005521,1028.789
pressure,smartphone,1454958244599213385,1028.937
pressure,smartphone,1454958244776860365,1029.114
pressure,smartphone,1454958244954540000,1029.021
pressure,smartphone,1454958245311368699,1029.094
pressure,smartphone,1454958245490610834,1028.643
pressure,smartphone,1454958245666524687,1028.884
pressure,smartphone,1454958245844383124,1028.956
pressure,smartphone,1454958246200947918,1029.443
pressure,smartphone,1454958246378279375,1029.542
pressure,smartphone,1454958246557761407,1029.082
pressure,smartphone,1454958246734229219,1028.975
pressure,smartphone,1454958246913841718,1029.007
pressure,smartphone,1454958247089965052,1029.156
pressure,smartphone,1454958247266361875,1029.408
pressure,smartphone,1454958247446903854,1029.604
pressure,smartphone,1454958247624164166,1028.620
pressure,smartphone,1454958247801698958,1028.771
pressure,smartphone,1454958247980842344,1028.938
pressure,smartphone,1454958248335427135,1029.409
pressure,smartphone,1454958248514764010,1029.450
pressure,smartphone,1454958248692795000,1029.236
pressure,smartphone,1454958248871504584,1028.655
pressure,smartphone,1454958249227650573,1029.094
pressure,smartphone,1454958249404525312,1028.810
pressure,smartphone,1454958249582679635,1029.478
pressure,smartphone,1454958249760800782,1029.139
pressure,smartphone,1454958249938791458,1028.676
pressure,smartphone,1454958250292874219,1028.970
pressure,smartphone,1454958250471776042,1029.138
pressure,smartphone,1454958250650827396,1029.497
pressure,smartphone,1454958250827829792,1029.552
pressure,smartphone,1454958251182283386,1028.773
pressure,smartphone,1454958251359849323,1029.009
pressure,smartphone,1454958251539801042,1029.234
pressure,smartphone,1454958251717837657,1029.385
pressure,smartphone,1454958251895057395,1029.381
pressure,smartphone,1454958252249385313,1028.828
pressure,smartphone,1454958252428922709,1028.950
pressure,smartphone,1454958252606811199,1029.031
pressure,smartphone,1454958252783842031,1029.022
pressure,smartphone,1454958252962671406,1029.621
pressure,smartphone,1454958253317833699,1028.804
pressure,smartphone,1454958253496639792,1028.905
pressure,smartphone,1454958253674735208,1028.990
pressure,smartphone,1454958253850844271,1029.420
pressure,smartphone,1454958254206922187,1029.501
pressure,smartphone,1454958254385970208,1028.662
pressure,smartphone,1454958254564696562,1028.954
pressure,smartphone,1454958254742263854,1029.003
pressure,smartphone,1454958254920567865,1029.181
pressure,smartphone,1454958255096299583,1029.412
pressure,smartphone,1454958255274827604,1029.169
pressure,smartphone,1454958255452227240,1028.580
pressure,smartphone,1454958255629906146,1028.867
pressure,smartphone,1454958255808166771,1028.952
pressure,smartphone,1454958255985860000,1029.091
pressure,smartphone,1454958256341354635,1029.502
pressure,smartphone,1454958256520214480,1029.280
pressure,smartphone,1454958256697119167,1028.497
pressure,smartphone,1454958256876052656,1029.007
pressure,smartphone,1454958257231716771,1029.452
pressure,smartphone,1454958257409694011,1029.524
pressure,smartphone,1454958257587226979,1029.571
pressure,smartphone,1454958257765551458,1028.782
pressure,smartphone,1454958257942940833,1028.920
pressure,smartphone,1454958258298895417,1029.030
pressure,smartphone,1454958258476647500,1029.301
pressure,smartphone,1454958258654962812,1029.313
pressure,smartphone,1454958258832806406,1028.578
pressure,smartphone,1454958259188046459,1028.849
pressure,smartphone,1454958259365867291,1028.733
pressure,smartphone,1454958259544588802,1029.231
pressure,smartphone,1454958259722887551,1029.490
pressure,smartphone,1454958259899778750,1029.250
pressure,smartphone,1454958260256177916,1028.872
pressure,smartphone,1454958260434181771,1028.968
pressure,smartphone,1454958260612017969,1029.341
pressure,smartphone,1454958260789925781,1029.371
pressure,smartphone,1454958260968984636,1028.580
pressure,smartphone,1454958261323936094,1028.938
pressure,smartphone,1454958261502864426,1029.095
pressure,smartphone,1454958261679949271,1029.393
pressure,smartphone,1454958261857931250,1029.391
pressure,smartphone,1454958262212938594,1028.665
pressure,smartphone,1454958262390598959,1028.978
pressure,smartphone,1454958262568910521,1029.098
pressure,smartphone,1454958262748911824,1029.369
pressure,smartphone,1454958262924871406,1029.422
pressure,smartphone,1454958263104517604,1029.587
pressure,smartphone,1454958263280920417,1028.748
pressure,smartphone,1454958263458893541,1028.941
pressure,smartphone,1454958263636814479,1029.098
pressure,smartphone,1454958263814599010,1028.981
pressure,smartphone,1454958263993755208,1029.674
pressure,smartphone,1454958264347986042,1028.768
pressure,smartphone,1454958264527982240,1028.956
pressure,smartphone,1454958264705864374,1029.156
pressure,smartphone,1454958264883793542,1029.313
pressure,smartphone,1454958265237926459,1029.171
pressure,smartphone,1454958265416780312,1028.632
pressure,smartphone,1454958265593117553,1028.974
pressure,smartphone,1454958265771884480,1029.157
pressure,smartphone,1454958265949998750,1029.257
pressure,smartphone,1454958266304962656,1028.728
pressure,smartphone,1454958266482924323,1028.784
pressure,smartphone,1454958266661030261,1028.957
pressure,smartphone,1454958266838897761,1029.046
pressure,smartphone,1454958267194821458,1029.457
pressure,smartphone,1454958267374577760,1029.170
pressure,smartphone,1454958267550810625,1028.597
pressure,smartphone,1454958267729966563,1028.870
pressure,smartphone,1454958267906817501,1029.075
pressure,smartphone,1454958268261819948,1029.493
pressure,smartphone,1454958268440262553,1029.472
pressure,smartphone,1454958268617835989,1028.833
pressure,smartphone,1454958268796540416,1028.907
pressure,smartphone,1454958268973859063,1029.013
pressure,smartphone,1454958269329794115,1029.362
pressure,smartphone,1454958269508008541,1029.059
pressure,smartphone,1454958269687061823,1028.652
pressure,smartphone,1454958269863940103,1028.840
pressure,smartphone,1454958270219673646,1029.318
pressure,smartphone,1454958270397928282,1029.391
pressure,smartphone,1454958270575053802,1029.544
pressure,smartphone,1454958270753338229,1028.618
pressure,smartphone,1454958270931942604,1028.818
pressure,smartphone,1454958271108771875,1029.122
pressure,smartphone,1454958271287119480,1028.969
pressure,smartphone,1454958271464305000,1029.424
pressure,smartphone,1454958271643345625,1029.460
pressure,smartphone,1454958271820680937,1028.642
pressure,smartphone,1454958271998105313,1028.835
pressure,smartphone,1454958272354729479,1029.288
pressure,smartphone,1454958272532385260,1029.216
pressure,smartphone,1454958272710132604,1029.687
pressure,smartphone,1454958272887925262,1029.395
pressure,smartphone,1454958273243973959,1028.843
pressure,smartphone,1454958273422383542,1029.366
pressure,smartphone,1454958273600086250,1029.183
pressure,smartphone,1454958273778253333,1029.487
pressure,smartphone,1454958273956214479,1029.584
pressure,smartphone,1454958274312139532,1028.847
pressure,smartphone,1454958274489213386,1029.005
pressure,smartphone,1454958274667294949,1028.965
pressure,smartphone,1454958274845581093,1029.401
pressure,smartphone,1454958275201377395,1028.598
pressure,smartphone,1454958275378984011,1028.604
pressure,smartphone,1454958275556802761,1028.925
pressure,smartphone,1454958275734653230,1029.086
pressure,smartphone,1454958275913968438,1029.294
pressure,smartphone,1454958276268900469,1029.280
pressure,smartphone,1454958276446965209,1028.738
pressure,smartphone,1454958276625863646,1028.997
pressure,smartphone,1454958276802912552,1029.226
pressure,smartphone,1454958276981940676,1029.267
pressure,smartphone,1454958277336376979,1028.796
pressure,smartphone,1454958277515869374,1028.667
pressure,smartphone,1454958277692420573,1028.880
pressure,smartphone,1454958277870006614,1028.928
pressure,smartphone,1454958278225645625,1029.443
pressure,smartphone,1454958278404084114,1029.308
pressure,smartphone,1454958278581909271,1028.586
pressure,smartphone,1454958278759827448,1028.804
pressure,smartphone,1454958278939251771,1029.038
pressure,smartphone,1454958279115215834,1028.970
pressure,smartphone,1454958279294116407,1029.303
pressure,smartphone,1454958279471893229,1029.297
pressure,smartphone,1454958279649689688,1028.654
pressure,smartphone,1454958279828977865,1028.845
pressure,smartphone,1454958280183996874,1029.074
pressure,smartphone,1454958280361644427,1029.255
pressure,smartphone,1454958280538989115,1029.649
pressure,smartphone,1454958280719864168,1029.179
pressure,smartphone,1454958280895314895,1028.709
